review_id,restaurant_id,rating,review_text,compound,vader_sentiment,textblob_polarity,textblob_subjectivity,dominant_topic
REV100083,REST1020,4.4,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV100084,REST1120,4.9,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV100085,REST1139,3.6,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV100086,REST1094,4.1,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100087,REST1112,4.6,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV100088,REST1144,5.0,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV100089,REST1024,4.1,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV100090,REST1193,5.0,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV100091,REST1099,5.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV100092,REST1121,5.0,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV100093,REST1020,4.7,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV100094,REST1132,5.0,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV100095,REST1044,5.0,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100096,REST1010,5.0,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV100097,REST1051,4.3,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100098,REST1022,2.5,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV100099,REST1070,5.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV100100,REST1159,3.5,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV100101,REST1038,4.0,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100102,REST1199,4.0,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV100103,REST1105,4.3,Best BBQ in town! The Cornbread was incredible.,0.0,Neutral,0.0,0.0,3
REV100104,REST1146,3.9,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV100105,REST1070,4.3,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV100106,REST1174,3.8,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV100107,REST1176,4.5,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV100108,REST1095,3.9,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV100109,REST1071,5.0,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV100110,REST1076,2.8,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV100111,REST1154,4.5,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV100112,REST1104,3.3,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV100113,REST1040,4.7,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV100114,REST1103,4.6,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100115,REST1051,5.0,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV100116,REST1012,4.2,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV100117,REST1118,3.4,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV100118,REST1174,3.3,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV100119,REST1152,5.0,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV100120,REST1141,5.0,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV100121,REST1191,4.9,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV100122,REST1012,5.0,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100123,REST1057,4.5,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV100124,REST1131,4.9,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV100125,REST1165,3.5,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100126,REST1155,3.6,Best Thai in town! The Tom Yum was incredible.,0.0,Neutral,0.0,0.0,2
REV100127,REST1089,4.7,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV100128,REST1077,3.7,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV100129,REST1001,4.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV100130,REST1152,4.9,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV100131,REST1027,2.8,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV100132,REST1163,4.9,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV100133,REST1182,4.6,Best French in town! The Coq au Vin was incredible.,0.0,Neutral,0.0,0.0,5
REV100134,REST1195,4.9,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV100135,REST1169,5.0,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV100136,REST1167,5.0,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV100137,REST1103,5.0,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV100138,REST1146,4.7,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV100139,REST1056,5.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV100140,REST1129,4.4,Best American in town! The Steak was incredible.,0.0,Neutral,0.0,0.0,1
REV100141,REST1046,3.9,Best Mexican in town! The Tacos was incredible.,0.0,Neutral,0.0,0.0,5
REV100142,REST1189,3.8,Best Mexican in town! The Guacamole was incredible.,0.0,Neutral,0.0,0.0,3
REV100143,REST1167,5.0,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV100144,REST1190,4.9,Best Seafood in town! The Calamari was incredible.,0.0,Neutral,0.0,0.0,4
REV100145,REST1066,4.7,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV100146,REST1120,4.8,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV100147,REST1128,3.4,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV100148,REST1105,4.6,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV100149,REST1087,4.0,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV100150,REST1183,4.2,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100151,REST1161,4.1,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100152,REST1001,4.0,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV100153,REST1147,5.0,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100154,REST1157,3.9,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV100155,REST1122,3.5,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV100156,REST1051,3.9,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV100157,REST1048,5.0,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV100158,REST1057,4.9,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV100159,REST1098,4.8,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV100160,REST1011,3.8,Best Vegetarian in town! The Salad was incredible.,0.0,Neutral,0.0,0.0,5
REV100161,REST1152,4.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV100162,REST1034,2.9,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV100163,REST1042,4.7,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV100164,REST1186,5.0,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100165,REST1129,4.3,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100166,REST1166,5.0,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV100167,REST1197,4.8,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV100168,REST1169,4.4,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV100169,REST1029,5.0,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV100170,REST1140,2.8,Best Indian in town! The Samosa was incredible.,0.0,Neutral,0.0,0.0,1
REV100171,REST1052,4.9,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV100172,REST1025,5.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV100173,REST1179,4.3,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100174,REST1184,5.0,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV100175,REST1027,5.0,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV100176,REST1199,5.0,Best Vegetarian in town! The Veggie Burger was incredible.,0.0,Neutral,0.0,0.0,4
REV100177,REST1104,4.6,Best BBQ in town! The Pulled Pork was incredible.,0.0,Neutral,0.0,0.0,3
REV100178,REST1127,5.0,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV100179,REST1000,4.4,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV100180,REST1171,4.3,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV100181,REST1019,4.1,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV100182,REST1116,3.2,Best Vegetarian in town! The Salad was incredible.,0.0,Neutral,0.0,0.0,5
REV100183,REST1025,3.5,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100184,REST1173,4.0,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV100185,REST1194,5.0,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV100186,REST1165,5.0,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100187,REST1159,4.7,Best Mexican in town! The Tacos was incredible.,0.0,Neutral,0.0,0.0,5
REV100188,REST1046,4.3,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV100189,REST1069,4.5,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV100190,REST1042,5.0,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV100191,REST1040,4.1,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV100192,REST1145,4.8,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV100193,REST1199,4.6,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV100194,REST1123,5.0,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV100195,REST1011,4.0,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV100196,REST1003,4.3,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV100197,REST1132,5.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV100198,REST1186,4.6,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV100199,REST1173,3.9,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV100200,REST1013,4.9,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV100201,REST1126,4.2,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100202,REST1061,4.9,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV100203,REST1057,5.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV100204,REST1020,5.0,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV100205,REST1022,4.6,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV100206,REST1127,5.0,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV100207,REST1009,4.6,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV100208,REST1158,4.0,Best Indian in town! The Biryani was incredible.,0.0,Neutral,0.0,0.0,1
REV100209,REST1116,4.9,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV100210,REST1116,4.2,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV100211,REST1093,5.0,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV100212,REST1056,4.5,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV100213,REST1074,4.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV100214,REST1011,4.6,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100215,REST1027,4.3,Best Indian in town! The Biryani was incredible.,0.0,Neutral,0.0,0.0,1
REV100216,REST1100,5.0,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV100217,REST1027,4.7,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV100218,REST1150,5.0,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV100219,REST1150,3.9,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV100220,REST1135,3.2,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV100221,REST1130,5.0,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100222,REST1026,4.5,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV100223,REST1107,5.0,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV100224,REST1087,4.4,Best Mediterranean in town! The Baklava was incredible.,0.0,Neutral,0.0,0.0,3
REV100225,REST1105,5.0,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV100226,REST1080,5.0,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV100227,REST1159,4.2,Best Mexican in town! The Burrito was incredible.,0.0,Neutral,0.0,0.0,2
REV100228,REST1181,5.0,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100229,REST1194,3.2,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV100230,REST1170,4.4,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV100231,REST1133,4.1,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV100232,REST1013,4.4,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV100233,REST1073,4.4,Best Seafood in town! The Fish Tacos was incredible.,0.0,Neutral,0.0,0.0,1
REV100234,REST1075,3.9,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV100235,REST1026,4.4,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV100236,REST1099,3.3,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV100237,REST1012,4.1,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV100238,REST1080,4.8,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV100239,REST1051,4.2,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV100240,REST1180,5.0,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV100241,REST1075,2.8,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV100242,REST1047,5.0,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100243,REST1109,5.0,Best Italian in town! The Tiramisu was incredible.,0.0,Neutral,0.0,0.0,3
REV100244,REST1149,5.0,Best Thai in town! The Pad Thai was incredible.,0.0,Neutral,0.0,0.0,1
REV100245,REST1181,5.0,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100246,REST1152,5.0,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV100247,REST1140,4.4,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV100248,REST1134,3.7,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV100249,REST1129,4.6,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100250,REST1103,5.0,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV100251,REST1169,3.9,Overpriced for what you get. Won't be returning.,0.0,Neutral,0.0,0.0,1
REV100252,REST1055,4.4,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV100253,REST1002,4.0,Average experience. Food was okay but nothing special.,0.0,Neutral,0.0,0.0,2
REV100254,REST1164,4.6,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV100255,REST1082,4.0,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV100256,REST1138,2.3,Best American in town! The Burger was incredible.,0.0,Neutral,0.0,0.0,5
REV100257,REST1131,4.2,Absolutely loved everything! From appetizers to dessert.,0.0,Neutral,0.0,0.0,5
REV100258,REST1075,4.6,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV100259,REST1024,5.0,Amazing flavors and generous portions. Highly recommended!,0.0,Neutral,0.0,0.0,4
REV100260,REST1053,4.6,Disappointing. Service was slow and food was cold.,0.0,Neutral,0.0,0.0,5
REV100261,REST1137,5.0,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
REV100262,REST1006,4.4,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV100263,REST1018,3.5,Great food and excellent service! Will definitely come back.,0.0,Neutral,0.0,0.0,3
REV100264,REST1018,3.5,Not worth the hype. There are better options nearby.,0.0,Neutral,0.0,0.0,4
REV100265,REST1099,5.0,Food was good but the wait was too long.,0.0,Neutral,0.0,0.0,5
REV100266,REST1004,4.4,Cozy atmosphere and friendly staff. Perfect for date night.,0.0,Neutral,0.0,0.0,1
